,load,day,hour,GFS_temp,NAM_temp,GFS_hum,NAM_dew,load_t_72,load_t_78,load_t_84,load_t_90
90,455.007,50,0,274.92666666666656,276.72391666666664,99.26666666666667,275.27660999999995,529.645,365.292,390.783,345.686
91,443.544,50,1,275.0655555555556,276.6378633333333,99.18611111111113,275.3664433333333,534.575,365.11,413.088,322.431
92,422.742,50,2,275.2044444444444,276.85849666666655,99.10555555555555,275.59406666666666,526.565,366.163,393.449,311.686
93,399.4,50,3,275.34333333333336,277.1365833333333,99.02500000000002,275.83203,498.157,374.671,385.195,307.198
94,364.954,50,4,275.0991666666667,277.47836,98.9861111111111,276.0767733333334,443.399,414.726,372.652,312.714
95,315.47,50,5,274.855,277.78708,98.94722222222224,276.2543833333333,374.56,479.262,365.716,337.13699999999994
96,277.866,50,6,276.4483333333333,281.24465000000004,98.85833333333333,273.9495333333333,331.821,529.645,365.292,390.783
97,247.73,50,7,276.33888888888885,281.0083599999999,98.77777777777777,274.0113999999999,310.064,534.575,365.11,413.088
98,236.322,50,8,276.2294444444445,280.8776366666667,98.69722222222221,274.2750733333334,300.738,526.565,366.163,393.449
99,230.329,50,9,276.12,280.56576666666666,98.61666666666666,274.4327666666666,296.443,498.157,374.671,385.195
100,224.177,50,10,275.783611111111,280.14424999999994,98.49166666666667,274.5356866666667,302.868,443.399,414.726,372.652
101,231.697,50,11,275.44722222222236,279.58571333333333,98.36666666666666,274.63196000000005,328.559,374.56,479.262,365.716
102,251.526,50,12,275.11083333333335,279.0949166666666,98.24166666666669,274.7006433333334,382.642,331.821,529.645,365.292
103,289.841,50,13,276.14472222222224,278.76978,97.40555555555558,275.66895000000005,407.408,310.064,534.575,365.11
104,309.296,50,14,277.1786111111111,278.7892333333333,96.56944444444444,277.1410833333333,387.175,300.738,526.565,366.163
105,316.329,50,15,278.2125,279.6901200000001,95.73333333333333,278.4270833333333,378.86,296.443,498.157,374.671
106,324.789,50,16,278.90027777777783,280.95778333333345,94.125,279.20424999999994,367.093,302.868,443.399,414.726
107,320.6140000000001,50,17,279.5880555555555,281.71259666666674,92.51666666666667,279.34340333333347,363.578,328.559,374.56,479.262
108,325.927,50,18,280.27583333333337,282.0824366666667,90.90833333333332,279.2901533333333,363.359,382.642,331.821,529.645
109,322.43,50,19,279.5241666666666,282.07367666666664,91.72500000000001,278.8548133333333,359.69,407.408,310.064,534.575
110,315.082,50,20,278.7725000000001,281.55127,92.54166666666664,278.0004166666666,364.567,387.175,300.738,526.565
111,319.773,50,21,278.0208333333333,280.49062333333336,93.35833333333335,276.87978333333325,378.09,378.86,296.443,498.157
112,349.202,50,22,276.8633333333332,279.37145000000004,93.90833333333335,275.7415666666667,415.782,367.093,302.868,443.399
113,408.048,50,23,275.7058333333335,278.4326033333334,94.45833333333333,274.8460633333333,484.3730000000001,363.578,328.559,374.56
114,449.101,51,0,274.5483333333333,277.6559633333334,95.00833333333334,274.41907,541.703,363.359,382.642,331.821
115,437.832,51,1,274.3280555555555,276.9794299999999,94.80833333333334,274.04640000000006,550.9630000000002,359.69,407.408,310.064
116,421.708,51,2,274.10777777777787,276.36086333333327,94.60833333333335,273.8152033333334,545.901,364.567,387.175,300.738
117,395.151,51,3,273.8875,275.7767600000001,94.40833333333335,273.71297333333337,519.571,378.09,378.86,296.443
118,346.824,51,4,273.8594444444445,275.4796999999999,94.21666666666665,273.68719000000004,461.385,415.782,367.093,302.868
119,300.083,51,5,273.83138888888897,275.38342000000006,94.02499999999999,273.5209533333334,392.967,484.3730000000001,363.578,328.559
120,283.541,51,6,274.71666666666664,278.42221666666666,97.78333333333332,273.1060866666667,349.095,541.703,363.359,382.642
121,264.084,51,7,274.4672222222221,277.8891233333333,96.94444444444446,272.88396666666677,329.865,550.9630000000002,359.69,407.408
122,254.226,51,8,274.2177777777778,277.4182666666667,96.10555555555555,272.6312366666667,319.879,545.901,364.567,387.175
123,250.817,51,9,273.9683333333333,277.10465666666664,95.26666666666667,272.43808333333334,317.389,519.571,378.09,378.86
124,254.511,51,10,273.3483333333334,276.5149733333333,95.03333333333335,271.5466833333333,321.782,461.385,415.782,367.093
125,271.903,51,11,272.72833333333324,275.39361999999994,94.80000000000001,270.62485666666663,347.352,392.967,484.3730000000001,363.578
126,297.338,51,12,272.10833333333335,274.46509000000003,94.56666666666666,270.2748166666667,399.217,349.095,541.703,363.359
127,315.892,51,13,272.84999999999997,274.1553466666666,90.91944444444444,271.01468333333327,423.593,329.865,550.9630000000002,359.69
128,315.093,51,14,273.59166666666664,274.3952,87.27222222222224,271.12723,400.206,319.879,545.901,364.567
129,319.064,51,15,274.3333333333333,274.5142,83.625,271.05289666666664,387.344,317.389,519.571,378.09
130,313.269,51,16,274.52833333333336,274.9567433333334,82.10277777777777,270.7273833333333,369.891,321.782,461.385,415.782
131,309.627,51,17,274.72333333333336,275.45377,80.58055555555555,270.23539666666665,358.38199999999995,347.352,392.967,484.3730000000001
132,308.708,51,18,274.91833333333335,275.53299999999996,79.05833333333332,269.86086333333327,352.24300000000005,399.217,349.095,541.703
133,306.4,51,19,274.5461111111111,275.50714999999997,79.94444444444443,269.6378566666667,345.325,423.593,329.865,550.9630000000002
134,311.874,51,20,274.17388888888894,275.43926999999996,80.83055555555556,269.7737866666667,346.315,400.206,319.879,545.901
135,325.718,51,21,273.8016666666666,274.88092,81.71666666666665,269.7246466666667,355.57199999999995,387.344,317.389,519.571
136,365.622,51,22,272.62416666666655,274.06614666666667,84.91388888888888,269.07578000000007,393.194,369.891,321.782,461.385
137,433.195,51,23,271.4466666666667,273.46691999999996,88.11111111111113,268.3359533333334,458.512,358.38199999999995,347.352,392.967
138,489.783,52,0,270.26916666666665,273.0066133333333,91.30833333333332,268.02203000000003,512.741,352.24300000000005,399.217,349.095
139,491.714,52,1,270.0794444444444,272.53485,90.33333333333333,267.8510333333333,514.2280000000002,345.325,423.593,329.865
140,483.992,52,2,269.88972222222225,272.11596999999995,89.35833333333333,267.74134666666674,505.565,346.315,400.206,319.879
141,458.464,52,3,269.7,271.6812833333333,88.38333333333333,267.68899999999996,484.444,355.57199999999995,387.344,317.389
142,409.386,52,4,269.6091666666666,271.2953433333334,87.11388888888888,267.6653266666668,440.075,393.194,369.891,321.782
143,347.58,52,5,269.5183333333334,270.95550999999995,85.84444444444445,267.6935333333334,382.054,458.512,358.38199999999995,347.352
144,313.8520000000001,52,6,269.87416666666667,269.8381166666666,85.99166666666667,264.8015833333333,326.0,512.741,352.24300000000005,399.217
145,288.91,52,7,269.5194444444443,269.6936,85.51111111111112,265.31968666666677,298.774,514.2280000000002,345.325,423.593
146,281.99,52,8,269.16472222222234,269.61816,85.03055555555555,265.71558333333337,285.581,505.565,346.315,400.206
147,283.117,52,9,268.81,269.6612,84.55,265.92451666666665,277.784,484.444,355.57199999999995,387.344
148,289.623,52,10,268.84277777777777,269.49957,83.05555555555556,266.11535,280.684,440.075,393.194,369.891
149,318.361,52,11,268.8755555555556,269.35748000000007,81.56111111111112,266.32071666666667,287.643,382.054,458.512,358.38199999999995
150,375.065,52,12,268.90833333333336,269.31621333333334,80.06666666666668,266.6633666666667,312.113,326.0,512.741,352.24300000000005
